name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;395;0;555;3055;1102;3055;780;0
header;185;147;185;184;1312;184;1312;147
B;638;353;638;368;646;368;646;353
D;573;484;573;510;605;510;605;484
B;542;493;542;508;550;508;550;493
A;762;590;762;590;762;590;762;590
B;656;769;656;783;664;783;664;769
D;833;1356;833;1370;841;1370;841;1356
B;562;1584;562;1602;577;1602;577;1584
A;989;1983;989;1983;990;1983;990;1983
D;994;2203;994;2232;1016;2232;1016;2203
B;531;2400;531;2426;540;2426;540;2400
B;775;2809;775;2829;789;2829;789;2809
